Source_ID,Rupture_ID,Rup_Var_ID,Magnitude
218,198,7,7.05
218,254,16,7.35
218,265,39,7.55
218,240,26,7.25
218,265,107,7.55
218,267,88,7.75
218,248,13,7.35
218,236,13,7.25
218,222,11,7.15
218,197,7,7.05
218,267,119,7.75
218,251,0,7.35
218,249,54,7.35
218,267,52,7.75
218,266,106,7.65
218,243,37,7.25
218,259,40,7.45
218,266,101,7.65
218,267,14,7.75
218,265,69,7.55
218,241,68,7.25
218,266,35,7.65
218,265,74,7.55
218,221,4,7.15
218,221,10,7.15
218,266,57,7.65
218,196,3,7.05
218,264,64,7.45
218,267,46,7.75
218,242,34,7.25
218,220,45,7.15
218,251,11,7.35
218,198,34,7.05
218,252,39,7.35
218,261,109,7.45
218,264,115,7.45
218,255,0,7.35
218,264,18,7.45
218,267,85,7.75
218,261,12,7.45
218,266,109,7.65
218,257,42,7.45
218,256,2,7.35
218,243,33,7.25
218,264,27,7.45
218,255,85,7.35
218,256,5,7.35
218,267,37,7.75
218,253,64,7.35
218,257,32,7.45
218,265,112,7.55
218,242,9,7.25
218,242,27,7.25
218,261,112,7.45
218,267,97,7.75
218,260,64,7.45
218,224,55,7.15
218,240,50,7.25
218,254,73,7.35
218,267,39,7.75
218,258,103,7.45
218,222,43,7.15
218,267,42,7.75
218,265,85,7.55
218,239,59,7.25
218,260,40,7.45
218,243,11,7.25
218,238,57,7.25
218,172,27,6.95
218,267,94,7.75
218,266,53,7.65
218,266,78,7.65
218,260,33,7.45
218,241,57,7.25
218,264,7,7.45
218,242,28,7.25
218,264,97,7.45
218,259,81,7.45
218,264,118,7.45
218,242,50,7.25
218,266,1,7.65
218,252,32,7.35
218,249,64,7.35
218,254,0,7.35
218,266,31,7.65
218,264,14,7.45
218,263,103,7.35
218,255,66,7.35
218,223,53,7.15
218,241,29,7.25
218,259,7,7.45
218,242,62,7.25
218,257,49,7.45
218,241,67,7.25
218,255,75,7.35
218,260,86,7.45
218,243,0,7.25
218,240,53,7.25
218,242,33,7.25
218,260,69,7.45
218,259,32,7.45
218,260,61,7.45
218,256,4,7.35
218,221,47,7.15
218,257,114,7.45
218,266,8,7.65
218,254,22,7.35
218,199,16,7.05
218,243,30,7.25
218,261,67,7.45
218,251,76,7.35
218,266,96,7.65
218,239,64,7.25
218,220,40,7.15
218,266,46,7.65
218,267,132,7.75
218,261,24,7.45
218,266,15,7.65
218,261,93,7.45
218,265,97,7.55
218,218,49,7.15
218,256,50,7.35
218,267,130,7.75
218,239,54,7.25
218,220,49,7.15
218,258,74,7.45
218,266,116,7.65
218,239,33,7.25
218,266,52,7.65
218,267,72,7.75
218,266,50,7.65
218,265,114,7.55
218,199,43,7.05
218,266,125,7.65
218,267,101,7.75
218,254,53,7.35
218,256,8,7.35
218,265,128,7.55
218,267,134,7.75
218,266,97,7.65
218,253,3,7.35
218,256,61,7.35
218,257,59,7.45
218,199,19,7.05
218,221,44,7.15
218,266,40,7.65
218,249,69,7.35
218,264,72,7.45
218,243,52,7.25
218,238,12,7.25
218,217,55,7.15
218,259,4,7.45
218,248,11,7.35
218,267,79,7.75
218,263,3,7.35
218,252,44,7.35
218,254,2,7.35
218,259,55,7.45
218,241,60,7.25
218,248,70,7.35
218,224,37,7.15
218,267,136,7.75
218,267,48,7.75
218,241,10,7.25
218,263,2,7.35
218,259,28,7.45
218,252,42,7.35
218,264,66,7.45
218,264,93,7.45
218,264,120,7.45
218,260,81,7.45
218,258,8,7.45
218,261,44,7.45
218,255,37,7.35
218,267,56,7.75
218,259,91,7.45
218,259,90,7.45
218,256,41,7.35
218,267,127,7.75
218,264,67,7.45
218,250,72,7.35
218,218,52,7.15
218,255,12,7.35
218,257,9,7.45
218,265,8,7.55
218,266,58,7.65
218,258,88,7.45
218,256,20,7.35
218,254,81,7.35
218,221,23,7.15
218,240,8,7.25
218,249,58,7.35
218,257,110,7.45
218,255,1,7.35
218,239,6,7.25
218,255,18,7.35
218,258,91,7.45
218,261,90,7.45
218,258,73,7.45
218,267,68,7.75
218,266,85,7.65
218,239,36,7.25
218,266,94,7.65
218,223,3,7.15
218,252,3,7.35
218,194,4,7.05
218,249,4,7.35
218,254,7,7.35
218,260,91,7.45
218,267,26,7.75
218,259,44,7.45
218,198,41,7.05
218,266,104,7.65
218,257,71,7.45
218,221,6,7.15
218,267,96,7.75
218,267,59,7.75
218,237,53,7.25
218,265,75,7.55
218,242,5,7.25
218,264,24,7.45
218,240,32,7.25
218,260,42,7.45
218,222,29,7.15
218,199,18,7.05
218,259,68,7.45
218,263,95,7.35
218,252,81,7.35
218,250,45,7.35
218,248,39,7.35
218,255,41,7.35
218,265,81,7.55
218,197,0,7.05
218,256,49,7.35
218,259,109,7.45
218,197,21,7.05
218,253,41,7.35
218,265,14,7.55
218,260,55,7.45
218,263,109,7.35
218,266,66,7.65
218,254,12,7.35
218,254,39,7.35
218,266,63,7.65
218,259,93,7.45
218,267,67,7.75
218,241,1,7.25
218,265,1,7.55
218,267,51,7.75
218,261,40,7.45
218,265,109,7.55
218,258,26,7.45
218,259,69,7.45
218,256,78,7.35
218,258,112,7.45
218,261,20,7.45
218,196,33,7.05
218,258,57,7.45
218,259,57,7.45
218,253,23,7.35
218,260,92,7.45
218,266,33,7.65
218,266,11,7.65
218,263,24,7.35
218,249,7,7.35
218,264,46,7.45
218,266,92,7.65
218,259,29,7.45
218,235,2,7.25
218,265,49,7.55
218,239,58,7.25
218,264,69,7.45
218,256,88,7.35
218,266,72,7.65
218,261,3,7.45
218,249,42,7.35
218,240,39,7.25
218,266,0,7.65
218,267,86,7.75
218,251,21,7.35
218,265,76,7.55
218,171,1,6.95
218,242,67,7.25
218,266,129,7.65
218,265,47,7.55
218,264,129,7.45
218,261,104,7.45
218,266,20,7.65
218,262,119,7.25
218,260,10,7.45
218,242,51,7.25
218,253,13,7.35
218,260,68,7.45
218,222,53,7.15
218,265,26,7.55
218,264,6,7.45
218,256,16,7.35
218,265,83,7.55
218,261,28,7.45
218,195,39,7.05
218,252,47,7.35
218,260,56,7.45
218,266,123,7.65
218,266,95,7.65
218,259,58,7.45
218,223,41,7.15
218,198,23,7.05
218,257,84,7.45
218,241,27,7.25
218,246,75,7.35
218,172,21,6.95
218,257,81,7.45
218,251,52,7.35
218,264,108,7.45
218,265,48,7.55
218,266,102,7.65
218,265,13,7.55
218,252,4,7.35
218,258,83,7.45
218,259,50,7.45
218,222,30,7.15
218,220,26,7.15
218,240,68,7.25
218,254,11,7.35
218,261,72,7.45
218,267,47,7.75
218,265,108,7.55
218,266,73,7.65
218,216,51,7.15
218,251,67,7.35
218,267,74,7.75
218,223,22,7.15
218,196,39,7.05
218,267,125,7.75
218,242,26,7.25
218,258,71,7.45
218,261,53,7.45
218,267,17,7.75
218,250,41,7.35
218,256,76,7.35
218,261,0,7.45
218,260,46,7.45
218,259,97,7.45
218,220,5,7.15
218,258,82,7.45
218,235,52,7.25
218,266,25,7.65
218,267,116,7.75
218,240,52,7.25
218,262,61,7.25
218,235,31,7.25
218,250,27,7.35
218,266,126,7.65
218,255,43,7.35
218,266,48,7.65
218,253,2,7.35
218,251,44,7.35
218,262,22,7.25
218,258,29,7.45
218,261,16,7.45
218,250,65,7.35
218,259,87,7.45
218,258,11,7.45
218,267,24,7.75
218,266,105,7.65
218,237,58,7.25
218,266,59,7.65
218,267,63,7.75
218,254,8,7.35
218,242,14,7.25
218,218,3,7.15
218,260,94,7.45
218,256,54,7.35
218,221,28,7.15
218,265,67,7.55
218,266,39,7.65
218,260,22,7.45
218,267,105,7.75
218,267,33,7.75
218,259,84,7.45
218,217,51,7.15
218,264,103,7.45
218,243,2,7.25
218,257,40,7.45
218,264,117,7.45
218,261,103,7.45
218,198,3,7.05
218,261,82,7.45
218,257,70,7.45
218,250,91,7.35
218,256,72,7.35
218,267,103,7.75
218,263,78,7.35
218,250,87,7.35
218,261,48,7.45
218,267,41,7.75
218,220,11,7.15
218,264,104,7.45
218,223,27,7.15
218,264,53,7.45
218,261,85,7.45
218,249,22,7.35
218,267,124,7.75
218,267,100,7.75
218,260,102,7.45
218,267,32,7.75
218,243,18,7.25
218,257,24,7.45
218,264,51,7.45
218,260,15,7.45
218,216,3,7.15
218,260,98,7.45
218,264,81,7.45
218,260,21,7.45
218,239,43,7.25
218,255,20,7.35
218,236,56,7.25
218,257,6,7.45
218,267,36,7.75
218,243,12,7.25
218,220,2,7.15
218,261,2,7.45
218,264,17,7.45
218,260,113,7.45
218,255,7,7.35
218,250,59,7.35
218,239,25,7.25
218,241,34,7.25
218,258,27,7.45
218,262,63,7.25
218,267,111,7.75
218,266,93,7.65
218,264,15,7.45
218,259,48,7.45
218,254,44,7.35
218,253,22,7.35
218,167,3,6.95
218,167,12,6.95
218,198,35,7.05
218,224,43,7.15
218,258,86,7.45
218,247,3,7.35
218,253,81,7.35
218,223,32,7.15
218,261,42,7.45
218,169,26,6.95
218,243,36,7.25
218,266,75,7.65
218,252,10,7.35
218,252,8,7.35
218,265,122,7.55
218,239,42,7.25
218,260,7,7.45
218,250,40,7.35
218,266,37,7.65
218,248,4,7.35
218,267,58,7.75
218,261,9,7.45
218,265,103,7.55
218,243,5,7.25
218,223,1,7.15
218,260,19,7.45
218,261,92,7.45
218,267,11,7.75
218,261,23,7.45
218,253,85,7.35
218,264,28,7.45
218,240,17,7.25
218,254,38,7.35
218,240,35,7.25
218,265,12,7.55
218,168,13,6.95
218,255,72,7.35
218,259,99,7.45
218,259,9,7.45
218,267,22,7.75
218,266,2,7.65
218,266,114,7.65
218,265,19,7.55
218,255,82,7.35
218,242,59,7.25
218,257,30,7.45
218,265,55,7.55
218,266,128,7.65
218,263,74,7.35
218,266,38,7.65
218,256,67,7.35
218,265,104,7.55
218,267,108,7.75
218,266,124,7.65
218,264,92,7.45
218,199,3,7.05
218,254,68,7.35
218,242,25,7.25
218,264,2,7.45
218,267,10,7.75
218,238,3,7.25
218,251,74,7.35
218,256,48,7.35
218,219,12,7.15
218,260,114,7.45
218,260,8,7.45
218,223,47,7.15
218,250,43,7.35
218,258,98,7.45
218,256,70,7.35
218,261,108,7.45
218,264,10,7.45
218,251,36,7.35
218,254,64,7.35
218,259,75,7.45
218,258,100,7.45
218,221,29,7.15
218,267,19,7.75
218,258,111,7.45
218,255,22,7.35
218,239,30,7.25
218,252,45,7.35
218,260,72,7.45
218,256,45,7.35
218,267,5,7.75
218,251,20,7.35
218,223,9,7.15
218,199,0,7.05
218,255,69,7.35
218,265,84,7.55
218,267,126,7.75
218,261,56,7.45
218,261,43,7.45
218,267,8,7.75
218,257,93,7.45
218,257,96,7.45
218,263,17,7.35
218,254,84,7.35
218,239,3,7.25
218,265,68,7.55
218,250,80,7.35
218,259,71,7.45
218,267,117,7.75
218,198,36,7.05
218,265,121,7.55
218,223,25,7.15
218,243,39,7.25
218,266,99,7.65
218,253,83,7.35
218,266,64,7.65
218,257,20,7.45
218,267,23,7.75
218,239,68,7.25
218,267,129,7.75
218,239,50,7.25
218,263,14,7.35
218,267,113,7.75
218,258,65,7.45
218,224,5,7.15
218,259,67,7.45
218,263,33,7.35
218,267,76,7.75
218,255,5,7.35
218,259,98,7.45
218,238,7,7.25
218,241,14,7.25
218,264,102,7.45
218,253,18,7.35
218,266,121,7.65
218,263,121,7.35
218,266,76,7.65
218,260,99,7.45
218,266,4,7.65
218,252,64,7.35
218,261,69,7.45
218,267,28,7.75
218,251,84,7.35
218,266,82,7.65
218,261,52,7.45
218,260,3,7.45
218,261,17,7.45
218,257,99,7.45
218,261,18,7.45
218,264,116,7.45
218,253,80,7.35
218,224,12,7.15
218,263,125,7.35
218,240,3,7.25
218,255,73,7.35
218,266,18,7.65
218,250,34,7.35
218,264,68,7.45
218,265,119,7.55
218,216,42,7.15
218,253,0,7.35
218,259,60,7.45
219,257,47,7.45
219,266,74,7.65
219,229,59,7.25
219,261,54,7.45
219,203,37,7.15
219,227,59,7.25
219,258,110,7.45
219,178,30,7.05
219,226,49,7.25
219,267,122,7.75
219,247,78,7.35
219,258,15,7.45
219,266,56,7.65
219,247,18,7.35
219,267,104,7.75
219,267,6,7.75
219,174,9,7.05
219,260,22,7.45
219,202,13,7.15
219,267,115,7.75
219,228,15,7.25
219,244,31,7.35
219,266,26,7.65
219,265,65,7.55
219,264,120,7.45
219,266,7,7.65
219,225,59,7.25
219,263,30,7.35
219,246,82,7.35
219,261,86,7.45
219,267,99,7.75
219,267,91,7.75
219,257,15,7.45
219,244,63,7.35
219,206,37,7.15
219,266,32,7.65
219,247,86,7.35
219,258,77,7.45
219,250,54,7.35
219,265,86,7.55
219,257,79,7.45
219,267,26,7.75
219,232,66,7.25
219,258,112,7.45
219,265,76,7.55
219,266,21,7.65
219,266,105,7.65
219,257,97,7.45
219,227,8,7.25
219,246,10,7.35
219,230,34,7.25
219,261,7,7.45
219,248,27,7.35
219,265,99,7.55
219,245,44,7.35
219,257,23,7.45
219,174,45,7.05
219,245,18,7.35
219,267,18,7.75
219,227,37,7.25
219,266,70,7.65
219,179,5,7.05
219,245,48,7.35
219,260,29,7.45
219,260,113,7.45
219,245,61,7.35
219,266,73,7.65
219,267,120,7.75
219,249,23,7.35
219,258,72,7.45
219,259,66,7.45
219,265,53,7.55
219,144,29,6.95
219,264,74,7.45
219,175,13,7.05
219,247,49,7.35
219,227,11,7.25
219,260,61,7.45
219,263,87,7.35
219,263,94,7.35
219,231,66,7.25
219,244,70,7.35
219,265,119,7.55
219,204,15,7.15
219,227,24,7.25
219,226,63,7.25
219,257,92,7.45
219,257,37,7.45
219,246,87,7.35
219,264,17,7.45
219,247,44,7.35
219,204,59,7.15
219,245,62,7.35
219,225,39,7.25
219,258,84,7.45
219,244,79,7.35
219,267,32,7.75
219,260,48,7.45
219,245,7,7.35
219,174,29,7.05
219,259,32,7.45
219,204,52,7.15
219,266,13,7.65
219,264,11,7.45
219,225,73,7.25
219,259,54,7.45
219,177,23,7.05
219,232,49,7.25
219,202,10,7.15
219,267,54,7.75
219,266,82,7.65
219,228,36,7.25
219,259,21,7.45
219,225,30,7.25
219,267,68,7.75
219,264,44,7.45
219,265,39,7.55
219,267,55,7.75
219,257,16,7.45
219,265,24,7.55
219,264,25,7.45
219,246,7,7.35
219,232,4,7.25
219,252,89,7.35
219,267,117,7.75
219,225,61,7.25
219,244,85,7.35
219,264,125,7.45
219,226,72,7.25
219,247,12,7.35
219,228,37,7.25
219,258,21,7.45
219,267,44,7.75
219,244,54,7.35
219,261,96,7.45
219,261,113,7.45
219,264,66,7.45
219,225,67,7.25
219,265,14,7.55
219,265,32,7.55
219,201,56,7.15
219,258,27,7.45
219,257,30,7.45
219,245,90,7.35
219,247,24,7.35
219,245,89,7.35
219,266,81,7.65
219,207,48,7.15
219,258,109,7.45
219,175,44,7.05
219,259,70,7.45
219,244,69,7.35
219,228,44,7.25
219,266,117,7.65
219,261,48,7.45
219,234,47,7.25
219,259,101,7.45
219,265,21,7.55
219,226,61,7.25
219,257,12,7.45
219,259,18,7.45
219,250,43,7.35
219,257,110,7.45
219,247,61,7.35
219,249,22,7.35
219,227,42,7.25
219,263,81,7.35
219,259,102,7.45
219,267,100,7.75
219,244,94,7.35
219,173,31,7.05
219,264,16,7.45
219,228,31,7.25
219,265,104,7.55
219,231,16,7.25
219,225,65,7.25
219,244,59,7.35
219,260,84,7.45
219,259,53,7.45
219,249,58,7.35
219,229,53,7.25
219,266,130,7.65
219,251,50,7.35
219,267,93,7.75
219,265,30,7.55
219,244,20,7.35
219,248,25,7.35
219,261,90,7.45
219,227,61,7.25
219,266,108,7.65
219,225,69,7.25
219,265,109,7.55
219,233,19,7.25
219,267,23,7.75
219,258,56,7.45
219,248,77,7.35
219,266,72,7.65
219,246,60,7.35
219,263,103,7.35
219,228,14,7.25
219,264,36,7.45
219,267,24,7.75
219,264,51,7.45
219,249,84,7.35
219,249,83,7.35
219,259,63,7.45
219,229,65,7.25
219,259,88,7.45
219,266,134,7.65
219,245,63,7.35
219,267,48,7.75
219,267,63,7.75
219,266,61,7.65
219,229,63,7.25
219,264,7,7.45
219,267,127,7.75
219,257,108,7.45
219,111,19,6.85
219,225,44,7.25
219,259,15,7.45
219,203,9,7.15
219,248,54,7.35
219,259,36,7.45
219,264,132,7.45
219,267,4,7.75
219,259,10,7.45
219,264,80,7.45
219,207,14,7.15
219,208,33,7.15
219,265,123,7.55
219,267,43,7.75
219,257,84,7.45
219,245,85,7.35
219,246,79,7.35
219,244,21,7.35
219,226,16,7.25
219,265,38,7.55
219,201,10,7.15
219,245,52,7.35
219,265,42,7.55
219,249,21,7.35
219,244,82,7.35
219,257,28,7.45
219,244,75,7.35
219,265,28,7.55
219,263,119,7.35
219,267,37,7.75
219,265,83,7.55
219,257,100,7.45
219,265,60,7.55
219,231,62,7.25
219,261,58,7.45
219,267,82,7.75
219,251,79,7.35
219,233,63,7.25
219,265,68,7.55
219,244,80,7.35
219,267,69,7.75
219,206,39,7.15
219,174,26,7.05
219,266,58,7.65
219,267,133,7.75
219,245,16,7.35
219,227,64,7.25
219,267,118,7.75
219,265,91,7.55
219,265,61,7.55
219,250,56,7.35
219,259,112,7.45
219,245,46,7.35
219,208,56,7.15
219,230,63,7.25
219,259,91,7.45
219,264,112,7.45
219,143,35,6.95
219,246,59,7.35
219,267,105,7.75
219,259,39,7.45
219,267,36,7.75
219,229,35,7.25
219,267,137,7.75
219,207,50,7.15
219,264,43,7.45
219,267,58,7.75
219,264,133,7.45
219,266,110,7.65
219,247,13,7.35
219,265,80,7.55
219,257,93,7.45
219,266,79,7.65
219,174,11,7.05
219,265,116,7.55
219,227,47,7.25
219,173,45,7.05
219,266,59,7.65
219,228,18,7.25
219,257,9,7.45
219,266,111,7.65
219,258,38,7.45
219,250,7,7.35
219,202,58,7.15
219,265,62,7.55
219,248,92,7.35
219,244,25,7.35
219,209,39,7.15
219,206,33,7.15
219,267,98,7.75
219,259,11,7.45
219,258,59,7.45
219,226,60,7.25
219,258,65,7.45
219,244,38,7.35
219,225,71,7.25
219,205,34,7.15
219,204,50,7.15
219,249,87,7.35
219,261,36,7.45
219,245,53,7.35
219,265,69,7.55
219,232,22,7.25
219,225,63,7.25
219,226,22,7.25
219,264,62,7.45
219,264,35,7.45
219,260,75,7.45
219,248,78,7.35
219,142,33,6.95
219,260,103,7.45
219,245,43,7.35
219,206,38,7.15
219,266,136,7.65
219,258,92,7.45
219,265,110,7.55
219,257,34,7.45
219,225,48,7.25
219,266,113,7.65
219,266,97,7.65
219,226,20,7.25
219,265,56,7.55
219,259,64,7.45
219,247,63,7.35
219,267,116,7.75
219,258,51,7.45
219,264,115,7.45
219,251,14,7.35
219,173,14,7.05
219,245,49,7.35
219,265,108,7.55
219,265,111,7.55
219,145,20,6.95
219,245,60,7.35
219,264,72,7.45
219,230,31,7.25
219,261,25,7.45
219,258,26,7.45
219,267,78,7.75
219,259,28,7.45
219,260,73,7.45
219,266,25,7.65
219,258,29,7.45
219,258,30,7.45
219,259,77,7.45
219,174,25,7.05
219,263,19,7.35
219,260,58,7.45
219,258,69,7.45
219,249,24,7.35
219,249,28,7.35
219,264,128,7.45
219,264,121,7.45
219,263,75,7.35
219,264,71,7.45
219,246,53,7.35
219,257,17,7.45
219,142,11,6.95
219,267,14,7.75
219,261,19,7.45
219,267,42,7.75
219,245,8,7.35
219,267,34,7.75
219,245,58,7.35
219,265,75,7.55
219,246,70,7.35
219,266,52,7.65
219,266,44,7.65
219,261,78,7.45
219,267,83,7.75
219,245,67,7.35
219,261,93,7.45
219,264,63,7.45
219,266,84,7.65
219,266,129,7.65
219,259,99,7.45
219,259,25,7.45
219,230,64,7.25
219,267,94,7.75
219,265,78,7.55
219,263,22,7.35
219,246,78,7.35
219,174,28,7.05
219,265,58,7.55
219,257,90,7.45
219,143,21,6.95
219,258,73,7.45
219,266,30,7.65
219,264,20,7.45
219,246,41,7.35
219,206,5,7.15
219,245,24,7.35
219,248,16,7.35
219,143,23,6.95
219,263,120,7.35
219,203,53,7.15
219,202,32,7.15
219,205,8,7.15
219,208,7,7.15
219,258,96,7.45
219,258,39,7.45
219,265,18,7.55
219,250,16,7.35
219,266,83,7.65
219,265,79,7.55
219,178,39,7.05
219,259,75,7.45
219,264,40,7.45
219,258,23,7.45
219,244,53,7.35
219,229,7,7.25
219,266,62,7.65
219,265,115,7.55
219,226,34,7.25
219,267,132,7.75
219,257,54,7.45
219,202,51,7.15
219,259,106,7.45
219,227,5,7.25
219,258,114,7.45
219,266,120,7.65
219,174,15,7.05
219,206,30,7.15
219,248,76,7.35
219,204,18,7.15
219,260,78,7.45
219,266,132,7.65
219,266,76,7.65
219,267,111,7.75
219,261,103,7.45
219,206,48,7.15
219,229,15,7.25
219,247,19,7.35
219,261,88,7.45
219,231,59,7.25
219,267,72,7.75
219,226,24,7.25
219,266,11,7.65
219,225,45,7.25
219,263,112,7.35
219,245,88,7.35
219,266,118,7.65
219,144,34,6.95
219,210,18,7.15
219,246,44,7.35
219,258,61,7.45
219,260,13,7.45
219,231,14,7.25
219,204,37,7.15
219,258,47,7.45
219,229,66,7.25
219,258,103,7.45
219,267,29,7.75
219,263,66,7.35
219,266,86,7.65
219,265,77,7.55
219,204,11,7.15
219,174,10,7.05
219,203,17,7.15
219,266,60,7.65
219,246,21,7.35
219,261,115,7.45
219,250,45,7.35
219,246,48,7.35
219,204,57,7.15
219,265,84,7.55
219,257,114,7.45
219,205,58,7.15
219,259,27,7.45
219,264,123,7.45
219,259,118,7.45
219,264,61,7.45
219,227,35,7.25
219,258,54,7.45
219,229,23,7.25
219,230,44,7.25
219,246,16,7.35
219,228,58,7.25
219,257,86,7.45
219,266,85,7.65
219,246,94,7.35
219,264,88,7.45
219,244,6,7.35
219,253,94,7.35
219,249,92,7.35
219,266,114,7.65
219,227,49,7.25
219,261,117,7.45
219,266,24,7.65
219,260,107,7.45
219,178,27,7.05
219,258,33,7.45
219,259,37,7.45
219,248,69,7.35
219,259,46,7.45
219,246,63,7.35
219,201,41,7.15
219,248,18,7.35
219,262,124,7.25
219,226,8,7.25
219,264,55,7.45
219,231,47,7.25
219,228,39,7.25
219,267,112,7.75
219,267,87,7.75
219,247,8,7.35
219,205,13,7.15
219,228,30,7.25
219,265,57,7.55
219,259,22,7.45
219,261,70,7.45
219,261,15,7.45
219,261,79,7.45
219,230,13,7.25
219,207,17,7.15
219,257,101,7.45
219,265,131,7.55
219,244,56,7.35
219,246,80,7.35
219,267,129,7.75
219,204,44,7.15
219,202,45,7.15
219,232,62,7.25
219,263,38,7.35
219,228,46,7.25
219,259,29,7.45
219,226,12,7.25
219,251,83,7.35
219,258,116,7.45
219,246,22,7.35
